KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
acquire_all_cores;Acquire all cores;;;;;;;;;;;;;x
WAR_ALL_CORES_NAME;$ORDER$$FIRST$ war of restauration;;;;;;;;;;;;;x
NORMAL_WAR_ALL_CORES_NAME;$ORDER$$FIRST$ war of restauration;;;;;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$$FIRST$ war of restauration;;;;;;;;;;;;;x
acquire_all_cores;Acquire All Cores;;;;;;;;;;;;;x
acquire_all_cores_short;Acquire all cores from $RECIPIENT$;;;;;;;;;;;;;x
acquire_all_cores_setup;Acquire all core provinces from $RECIPIENT$;;;;;;;;;;;;;x
acquire_all_cores_desc;Acquire all enemy �Ystates�W where we have �Ycore provinces�W;;;;;;;;;;;;;x
give_gift;Acquire state for sphere;;;;;;;;;;;;;x
give_gift_short;$THIRD$ acquires $STATE$;;;;;;;;;;;;;x
give_gift_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;;;;;;;;;;;;;x
give_gift_desc;Acquire an enemy state for a sphere member.;;;;;;;;;;;;;x
WAR_STATE_OTHER_NAME;$ORDER$$FIRST$ War for $COUNTRY_ADJ$ adquisition;;;;;;;;;;;;;x
NORMAL_WAR_STATE_OTHER_NAME;$ORDER$$FIRST$ War for $COUNTRY_ADJ$ adquisition;;;;;;;;;;;;;x
AGRESSION_WAR_STATE_OTHER_NAME;$ORDER$$FIRST$ War for $COUNTRY_ADJ$ adquisition;;;;;;;;;;;;;x
IGNORE_DECISION_OFF;Ignore Decision;;;;;;;;;;;;;x
IGNORE_DECISION_ON;Notify Decision;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
